nombre_empresa,cuit,periodo_fiscal,empleados,ingresos,gastos,margen,deuda,activos,prestamos_solicitados,prestamos_aprobados,monto_solicitado,monto_aprobado,ticket_promedio_solicitado,ticket_promedio_aprobado,prestamos_cancelados,prestamos_vigentes,tiempo_cancelacion_prestamo,servicios_utilizados,transferencias,pagos,creditos,inversiones,trimestre_dias_actividad,trimestre_dias_inactividad,promedio_login_dia,total_login_dia,churn
Consultora Mendoza,91077793460,2025-Q4,8,31464261.02,18417660.18,13046600.84,10509155.75,39340335.03,3,0,243082.63,0.0,81027.54333333333,0.0,0,0,0,2,1,1,0,0,51,53,1.05,53.55,1
Grupo La Pampa,06853688746,2024-Q3,30,4119421.61,3276378.26,843043.3500000001,437947.07,5312905.1,4,1,607568.21,94296.86,151892.0525,94296.86,0,1,0,2,0,1,1,1,79,41,4.85,383.15,1
Grupo La Pampa,06853688746,2024-Q2,96,5720538.88,4276040.03,1444498.8499999996,2599651.08,8043503.41,2,0,342080.62,0.0,171040.31,0.0,0,0,0,0,1,0,0,1,34,10,4.03,137.02,1
Grupo La Pampa,06853688746,2025-Q1,66,14794498.0,7900352.79,6894145.21,2473662.48,19175177.6,2,0,383435.2,0.0,191717.6,0.0,0,0,0,0,1,0,0,1,82,12,4.43,363.26,1
Grupo La Pampa,06853688746,2025-Q2,11,5945775.27,4542408.84,1403366.4299999997,2731448.3,5647912.27,3,0,319481.74,0.0,106493.91333333333,0.0,0,0,0,0,0,0,0,0,89,23,1.0,89.0,0
Productora Dondero,30864472118,2025-Q1,84,27362908.45,19021402.74,8341505.710000001,7266407.05,24398866.75,3,3,503464.27,562981.88,167821.42333333334,187660.62666666668,1,2,32,2,1,1,1,1,60,1,4.61,276.6,0
Productora Dondero,30864472118,2024-Q4,127,35599466.24,33772220.14,1827246.1000000015,10148438.63,48167290.33,4,1,306343.07,92623.1,76585.7675,92623.1,1,0,61,0,0,1,1,1,80,62,0.96,76.8,1
Consultora Gutierrez,65598168564,2025-Q4,119,11602898.1,10138457.93,1464440.17,1241210.12,15788046.78,3,0,499524.74,0.0,166508.24666666667,0.0,0,0,0,0,1,1,0,1,30,44,2.73,81.9,1
Consultora Gutierrez,65598168564,2025-Q1,105,33556742.61,23347100.36,10209642.25,11603669.89,46471196.1,2,0,324988.57,0.0,162494.285,0.0,0,0,0,0,1,0,0,1,75,3,3.32,249.0,1
Consultora Gutierrez,65598168564,2024-Q1,90,18821626.65,15738795.87,3082830.7799999993,2177031.98,20374006.91,1,0,157729.22,0.0,157729.22,0.0,0,0,0,0,0,0,0,0,34,12,4.5,153.0,0
Consultora Gutierrez,65598168564,2025-Q3,195,17416075.86,10347643.61,7068432.25,4048443.93,15119368.69,5,5,515083.26,420348.25,103016.652,84069.65,1,4,48,0,0,0,1,0,43,11,4.47,192.21,1
Industrias Sánchez,43656024057,2024-Q4,135,8870316.1,7657155.32,1213160.7799999993,1836995.32,10001994.86,5,2,781427.54,326300.5,156285.508,163150.25,0,2,0,0,0,1,1,0,56,34,4.79,268.24,1
Industrias Sánchez,43656024057,2025-Q3,138,30379240.82,21392316.97,8986923.850000001,3789729.97,36439196.39,5,1,779827.38,85318.52,155965.476,85318.52,0,1,0,0,0,0,1,0,50,46,2.2,110.0,1
Industrias Sánchez,43656024057,2025-Q1,192,16885255.21,10922866.11,5962389.1000000015,7003499.61,14701239.19,1,0,54245.51,0.0,54245.51,0.0,0,0,0,0,0,1,0,0,37,33,0.61,22.57,1
Cooperativa Santa Fe,73251247717,2024-Q4,42,1564726.52,1477692.92,87033.6000000001,248992.86,1318751.09,5,0,736256.81,0.0,147251.36200000002,0.0,0,0,0,1,1,1,0,0,66,25,3.63,239.58,0
Cooperativa Santa Fe,73251247717,2024-Q2,64,25853382.93,16813922.78,9039460.149999999,11020652.9,36863837.54,2,0,391518.13,0.0,195759.065,0.0,0,0,0,1,1,1,0,0,86,51,4.88,419.68,1
Cooperativa Santa Fe,73251247717,2025-Q1,188,2022670.13,1065837.14,956832.99,24240.19,2745604.73,0,0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,0,1,20,65,4.08,81.6,1
Cooperativa Santa Fe,73251247717,2024-Q3,173,29974801.69,22906803.9,7067997.790000003,2357396.22,41056336.06,3,2,381824.52,206462.24,127274.84000000001,103231.12,1,1,65,1,0,1,1,0,84,28,4.62,388.08,0
Alimentos Salta,74124201406,2025-Q3,86,33835811.91,27311287.31,6524524.599999998,2760991.54,27749680.37,5,3,996759.15,587251.31,199351.83000000002,195750.43666666668,3,0,86,0,0,0,1,0,41,51,2.15,88.15,1
Alimentos Salta,74124201406,2024-Q2,96,5056144.03,2556614.8,2499529.2300000004,2099012.66,6893455.64,3,0,197147.44,0.0,65715.81333333334,0.0,0,0,0,2,0,1,0,1,43,26,3.28,141.04,1
Alimentos Salta,74124201406,2024-Q4,9,10692130.92,9384913.69,1307217.2300000004,4445177.66,13251990.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28,29,2.36,66.08,0
Cooperativa Río Negro,47744396967,2024-Q3,131,22903162.46,18545487.07,4357675.390000001,7251864.57,21986863.18,4,2,551984.52,153714.84,137996.13,76857.42,2,0,83,2,1,1,1,0,72,13,2.36,169.92,1
Cooperativa Río Negro,47744396967,2025-Q1,12,13402330.48,7315449.38,6086881.100000001,3818738.34,17880845.16,1,0,163384.68,0.0,163384.68,0.0,0,0,0,1,1,0,0,0,68,15,0.82,55.76,1
Comercial Río Negro,72125349761,2024-Q3,9,42351269.58,22933650.1,19417619.479999997,15866080.42,49203973.87,4,3,429083.31,561332.97,107270.8275,187110.99,2,1,72,0,0,1,1,0,20,25,3.37,67.4,0
Comercial Río Negro,72125349761,2025-Q4,131,18163016.85,9492184.63,8670832.22,6016488.41,18044512.21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,69,18,1.22,84.18,1
Comercial Río Negro,72125349761,2024-Q1,159,17900908.35,13442392.35,4458516.000000002,3034098.57,15652189.27,4,4,331241.43,424292.11,82810.3575,106073.0275,2,2,58,1,0,1,1,0,33,18,3.12,102.96,1
Consultora Fernández,69300783666,2024-Q3,121,20407341.81,11269758.66,9137583.149999999,9224271.49,18409959.28,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,56,61,1.83,102.48,1
Consultora Fernández,69300783666,2025-Q2,86,7275705.56,5263463.38,2012242.1799999997,567384.84,6544945.02,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,41,17,4.71,193.11,0
Consultora Fernández,69300783666,2025-Q1,153,8400302.63,5288454.58,3111848.0500000007,1512902.28,7335898.36,4,2,513717.86,129965.87,128429.465,64982.935,2,0,58,1,0,1,1,0,21,55,3.2,67.2,1
Distribuidora Mendoza,50962750528,2025-Q1,75,24806411.97,19613946.92,5192465.049999997,687938.36,20029299.07,3,3,490533.4,306491.2,163511.13333333333,102163.73333333334,3,0,30,0,0,0,1,1,81,7,4.31,349.11,0
Distribuidora Mendoza,50962750528,2025-Q2,105,40299474.24,24442535.67,15856938.57,9076154.6,38673477.94,5,5,851772.37,760974.17,170354.474,152194.834,1,4,78,0,0,0,1,1,75,49,4.22,316.5,1
Distribuidora Mendoza,50962750528,2024-Q4,41,9706001.88,8703804.63,1002197.25,2527861.42,9804172.02,1,0,98444.87,0.0,98444.87,0.0,0,0,0,1,0,0,0,1,35,36,2.16,75.6,1
Servicios Martínez,97409582003,2024-Q3,25,47565136.42,38078173.91,9486962.510000005,23055529.61,54378204.5,2,0,268736.87,0.0,134368.435,0.0,0,0,0,0,0,0,0,1,41,56,1.81,74.21,1
Servicios Martínez,97409582003,2025-Q2,188,6394758.67,5925584.9,469173.76999999955,357741.21,8060256.56,1,0,176164.36,0.0,176164.36,0.0,0,0,0,1,1,0,0,1,49,61,1.07,52.43,1
Alimentos Mendoza,60018838219,2024-Q3,198,38549338.35,36157531.56,2391806.789999999,2371435.75,39593614.83,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,81,39,2.16,174.96,1
Alimentos Mendoza,60018838219,2024-Q1,63,21231098.01,13899648.64,7331449.370000001,2297108.0,25613360.98,3,2,333579.27,391730.96,111193.09000000001,195865.48,1,1,69,2,1,0,1,1,28,51,2.72,76.16,1
Alimentos Mendoza,60018838219,2025-Q2,101,8011951.27,7299856.23,712095.0399999991,1151622.26,8634294.69,4,0,613215.22,0.0,153303.805,0.0,0,0,0,1,1,1,0,1,81,26,4.5,364.5,1
Distribuidora López,62893819226,2024-Q2,27,49678776.27,30100259.14,19578517.130000003,4283793.8,42236643.27,2,0,371958.21,0.0,185979.105,0.0,0,0,0,0,0,1,0,1,76,61,3.55,269.8,1
Distribuidora López,62893819226,2025-Q2,50,15342005.92,14081666.87,1260339.0500000007,3261366.08,21676843.81,4,2,599889.42,240625.04,149972.355,120312.52,1,1,88,1,0,0,1,1,26,54,0.55,14.3,1
Productora Gutierrez,93397258602,2025-Q4,181,20501054.45,17110551.83,3390502.620000001,6263801.28,27372088.77,1,0,166323.29,0.0,166323.29,0.0,0,0,0,0,0,0,0,1,29,43,2.67,77.43,1
Productora Gutierrez,93397258602,2025-Q3,125,31151778.09,28360383.18,2791394.91,11657571.97,46367533.0,5,4,356201.25,552140.07,71240.25,138035.0175,3,1,42,3,1,1,1,1,33,44,4.48,147.84,1
Productora Gutierrez,93397258602,2024-Q4,14,38960439.06,32803402.74,6157036.320000004,8180852.77,53205566.18,5,2,879203.92,246259.32,175840.784,123129.66,2,0,88,0,0,0,1,0,74,4,3.15,233.1,0
Tecnología Gutierrez,72654845722,2025-Q4,179,6930655.92,4849757.0,2080898.92,2243728.69,9541714.65,3,0,281207.52,0.0,93735.84000000001,0.0,0,0,0,2,0,1,0,1,51,32,4.42,225.42,1
Tecnología Gutierrez,72654845722,2024-Q3,170,13345972.3,8815400.9,4530571.4,1970140.7,18601437.57,2,0,329409.74,0.0,164704.87,0.0,0,0,0,1,0,0,0,1,45,5,1.75,78.75,1
Comercial García,33524858543,2024-Q4,59,4045891.6,2111187.79,1934703.81,825882.98,6055637.94,1,0,94233.11,0.0,94233.11,0.0,0,0,0,1,0,1,0,0,82,23,3.89,318.98,1
Comercial García,33524858543,2024-Q2,114,8586632.27,5700919.01,2885713.26,2123862.35,8712780.09,2,0,337503.44,0.0,168751.72,0.0,0,0,0,0,0,0,0,0,26,3,3.04,79.04,0
Comercial García,33524858543,2025-Q2,123,20795330.15,16898371.28,3896958.8699999973,3286257.5,22440204.4,4,0,409322.33,0.0,102330.5825,0.0,0,0,0,0,0,0,0,1,41,58,1.43,58.63,1
Productora García,19591108951,2024-Q4,153,40212800.18,22707324.23,17505475.95,13803786.72,39431617.76,3,2,581894.21,275306.93,193964.73666666666,137653.465,0,2,0,1,1,0,1,0,72,44,2.09,150.48,1
Productora García,19591108951,2024-Q3,198,43675919.21,34490934.0,9184985.21,3376115.39,58759820.36,5,5,810932.72,966682.68,162186.544,193336.53600000002,3,2,45,0,1,0,1,1,76,57,4.28,325.28,1
Productora García,19591108951,2025-Q1,93,29714378.3,26812816.29,2901562.0100000016,11861402.6,25750623.36,2,2,396015.73,285597.33,198007.865,142798.665,2,0,58,2,1,0,1,1,33,63,4.8,158.4,1
Productora García,19591108951,2024-Q2,131,6091170.87,3536412.46,2554758.41,1578713.01,6510516.58,4,4,346658.11,345525.5,86664.5275,86381.375,4,0,42,0,0,0,1,0,69,20,3.94,271.86,1
Grupo La Pampa,39697253083,2025-Q3,163,34598604.27,26766314.08,7832290.190000005,4325295.8,40986926.65,0,0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,0,1,30,7,0.7,21.0,1
Grupo La Pampa,39697253083,2024-Q2,80,27299309.86,15388295.97,11911013.889999999,10162439.45,24909639.54,4,0,571161.28,0.0,142790.32,0.0,0,0,0,0,0,1,0,0,77,4,4.48,344.96,0
Grupo La Pampa,39697253083,2025-Q1,87,37476041.19,21950940.07,15525101.119999997,11214588.68,46310680.45,3,0,255898.85,0.0,85299.61666666667,0.0,0,0,0,3,1,1,0,1,60,22,3.17,190.2,0
Grupo Checo,73200034639,2025-Q1,48,49622257.17,27525818.76,22096438.41,8264878.72,43842537.32,5,0,542991.23,0.0,108598.246,0.0,0,0,0,0,0,0,0,1,86,35,3.26,280.36,1
Grupo Checo,73200034639,2025-Q4,12,46529746.17,33738838.93,12790907.240000002,22411487.42,62964890.62,2,0,244848.69,0.0,122424.345,0.0,0,0,0,1,0,0,0,1,64,49,1.02,65.28,1
Cooperativa Río Negro,73123345814,2025-Q1,99,17880817.71,14470609.37,3410208.3400000017,5259554.69,20392674.23,2,2,361409.46,257825.58,180704.73,128912.79,1,1,87,1,0,0,1,1,61,21,3.4,207.4,0
Cooperativa Río Negro,73123345814,2025-Q3,38,20502345.73,16605031.66,3897314.0700000003,9997512.56,21137365.69,3,3,394146.22,282838.58,131382.07333333333,94279.52666666667,0,3,0,2,1,1,1,1,52,23,0.74,38.48,1
Consultora Fernández,22321643190,2025-Q3,182,26189071.08,15819511.28,10369559.799999999,11048776.2,26378323.32,2,0,250372.14,0.0,125186.07,0.0,0,0,0,0,0,0,0,0,79,9,3.82,301.78,1
Consultora Fernández,22321643190,2024-Q3,131,18664219.85,11708123.91,6956095.940000001,5672943.62,25587691.26,4,4,479997.3,638977.84,119999.325,159744.46,3,1,70,3,1,1,1,1,63,22,1.39,87.57,0
Consultora Fernández,22321643190,2025-Q1,165,21959031.12,11492680.15,10466350.97,9144551.78,30016540.17,1,0,167715.12,0.0,167715.12,0.0,0,0,0,3,1,1,0,1,63,19,1.57,98.91,0
Consultora Fernández,22321643190,2024-Q2,103,42844282.56,38865454.46,3978828.1000000015,15842556.08,49922502.9,3,1,449915.84,151039.05,149971.94666666668,151039.05,1,0,77,2,1,1,1,0,24,28,4.44,106.56,1
Grupo Gómez,29604462395,2024-Q2,65,49229433.55,32810728.28,16418705.269999996,20339433.0,49220693.02,4,4,597475.12,565449.95,149368.78,141362.4875,2,2,81,1,1,0,1,1,45,9,0.55,24.75,1
Grupo Gómez,29604462395,2025-Q1,151,3867235.72,3040211.82,827023.9000000004,309113.11,3220502.25,5,4,441756.31,396951.17,88351.262,99237.7925,0,4,0,0,1,1,1,0,24,16,0.85,20.4,1
Grupo Gómez,29604462395,2024-Q4,127,21581678.25,17726451.55,3855226.6999999993,4157216.98,27004144.82,1,0,81386.02,0.0,81386.02,0.0,0,0,0,0,0,0,0,1,23,34,4.29,98.67,1
Consultora Salta,52428717835,2025-Q1,171,6530047.75,4460323.38,2069724.37,2826358.31,9130862.77,5,5,515517.58,911007.99,103103.516,182201.598,1,4,53,1,1,1,1,1,45,67,1.44,64.8,1
Consultora Salta,52428717835,2025-Q2,191,46287857.32,30234971.06,16052886.260000002,21389786.56,60850599.29,4,3,581006.98,468529.7,145251.745,156176.56666666668,2,1,44,0,0,0,1,1,45,53,2.17,97.65,1
Consultora Dondero,63647831219,2025-Q4,22,41455530.98,20738843.73,20716687.249999996,15655441.56,44117921.91,1,0,186719.63,0.0,186719.63,0.0,0,0,0,0,0,0,0,0,26,51,2.28,59.28,1
Consultora Dondero,63647831219,2024-Q1,28,47788781.35,25085555.82,22703225.53,11788501.49,49289249.79,4,0,399722.08,0.0,99930.52,0.0,0,0,0,0,1,0,0,0,26,44,0.55,14.3,1
Consultora Dondero,63647831219,2024-Q2,84,28119290.76,18116832.46,10002458.3,4299445.53,37155191.34,2,0,298733.12,0.0,149366.56,0.0,0,0,0,0,1,1,0,1,20,37,2.73,54.6,1
Grupo Mendoza,11632543267,2025-Q2,172,24634431.01,21744878.47,2889552.540000003,9517526.9,22149796.92,4,2,428374.84,165660.44,107093.71,82830.22,1,1,46,0,0,0,1,0,65,39,0.72,46.8,1
Grupo Mendoza,11632543267,2025-Q4,129,7057666.99,5290665.92,1767001.0700000003,1303811.81,7149202.52,3,1,243971.55,87059.94,81323.84999999999,87059.94,1,0,54,1,1,0,1,1,63,6,3.26,205.38,0
Distribuidora Gómez,95586114446,2025-Q2,101,25590470.37,20046652.29,5543818.080000002,5579424.04,23447294.05,3,0,579890.37,0.0,193296.79,0.0,0,0,0,1,0,0,0,1,52,32,3.68,191.36,1
Distribuidora Gómez,95586114446,2024-Q4,102,39233407.62,23032156.24,16201251.379999999,11372260.05,37673131.79,1,0,135516.28,0.0,135516.28,0.0,0,0,0,0,0,0,0,0,84,37,1.94,162.96,1
Distribuidora Gómez,95586114446,2025-Q3,69,24587287.75,18483349.59,6103938.16,7075156.7,31668263.69,1,0,112939.76,0.0,112939.76,0.0,0,0,0,2,1,0,0,1,40,53,1.63,65.2,1
Distribuidora Gómez,95586114446,2024-Q2,81,12894115.6,10046995.7,2847119.9000000004,1406483.36,18010734.61,0,0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,0,1,76,59,2.36,179.36,1
Productora Santa Fe,90055389211,2024-Q2,157,1961999.08,1835091.31,126907.77000000002,227718.66,2737212.94,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,89,19,3.13,278.57,1
Productora Santa Fe,90055389211,2024-Q3,163,8877396.9,4867195.65,4010201.25,2990321.6,9766704.93,2,0,337456.03,0.0,168728.015,0.0,0,0,0,0,0,0,0,0,64,48,4.97,318.08,1
Productora Santa Fe,90055389211,2025-Q1,52,10568087.7,8205841.54,2362246.159999999,414026.25,8922491.58,2,0,220458.41,0.0,110229.205,0.0,0,0,0,1,1,1,0,1,54,35,2.45,132.3,1
Servicios Salta,61018291099,2025-Q4,7,12917836.36,8310322.91,4607513.449999999,3118307.56,15230620.46,1,1,92925.01,188166.23,92925.01,188166.23,0,1,0,2,1,0,1,1,68,46,3.09,210.12,1
Servicios Salta,61018291099,2025-Q3,198,48972594.47,30128896.27,18843698.2,6688361.83,66763071.44,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,60,42,3.59,215.4,1
Servicios Salta,61018291099,2024-Q2,24,6818116.28,4784749.94,2033366.3399999999,2304786.17,5789728.49,3,1,212962.71,109056.25,70987.56999999999,109056.25,1,0,74,0,0,1,1,0,54,37,4.89,264.06,1
Consultora Neuquén,79208444766,2025-Q2,74,47476949.84,40424879.48,7052070.360000007,5854127.12,46275774.88,3,2,536892.42,155440.9,178964.14,77720.45,0,2,0,0,0,1,1,1,39,37,2.79,108.81,1
Consultora Neuquén,79208444766,2024-Q2,106,34940184.54,33146595.0,1793589.539999999,5361997.54,47782979.1,1,1,119398.06,74385.4,119398.06,74385.4,1,0,64,1,1,0,1,1,53,59,3.51,186.03,1
Consultora Neuquén,79208444766,2025-Q3,174,38555425.59,24534697.89,14020727.700000003,14470287.35,36539476.79,1,0,77253.55,0.0,77253.55,0.0,0,0,0,2,0,1,0,1,77,39,4.37,336.49,1
Comercial Martínez,33744020008,2024-Q3,187,43710314.69,21969081.46,21741233.229999997,12179876.17,48857799.89,2,0,129508.41,0.0,64754.205,0.0,0,0,0,2,0,1,0,1,52,14,1.61,83.72,1
Comercial Martínez,33744020008,2025-Q1,87,35883504.86,28453384.59,7430120.27,9941210.19,35813865.73,1,0,178578.91,0.0,178578.91,0.0,0,0,0,1,1,1,0,0,37,1,3.91,144.67,1
Comercial Martínez,33744020008,2024-Q1,117,31363638.69,20721862.51,10641776.18,7939133.13,27089797.72,4,4,501979.13,690802.92,125494.7825,172700.73,1,3,81,1,1,0,1,0,49,25,1.51,73.99,1
Cooperativa La Pampa,82356720637,2025-Q4,164,36812836.62,19068513.83,17744322.79,2262230.14,36658167.15,5,1,600662.35,94977.65,120132.47,94977.65,1,0,81,0,1,0,1,1,75,19,2.75,206.25,0
Cooperativa La Pampa,82356720637,2024-Q4,196,15774707.77,11844948.82,3929758.9499999993,4518819.39,21966885.01,4,0,697956.87,0.0,174489.2175,0.0,0,0,0,2,0,1,0,1,76,55,2.73,207.48,1
Cooperativa La Pampa,82356720637,2024-Q1,34,9808150.25,7011065.6,2797084.6500000004,128955.8,11753586.23,5,4,777501.52,774120.83,155500.304,193530.2075,3,1,44,0,0,0,1,0,90,51,4.0,360.0,1
Cooperativa La Pampa,82356720637,2024-Q2,132,42017444.85,29553946.87,12463497.98,8910223.32,58055997.24,4,4,665422.34,722872.99,166355.585,180718.2475,4,0,90,1,0,1,1,0,72,33,1.99,143.28,1
Alimentos Santa Fe,55963302183,2024-Q1,140,20662711.95,19146861.09,1515850.8599999994,2021950.33,26007998.53,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,40,55,2.94,117.6,1
Alimentos Santa Fe,55963302183,2025-Q2,179,9564463.18,7666523.9,1897939.2799999993,1146545.53,13311975.13,4,2,321556.48,106234.48,80389.12,53117.24,1,1,80,2,1,0,1,1,29,25,4.63,134.27,1
Industrias Dondero,46817323323,2024-Q2,26,24688956.94,17841207.91,6847749.030000001,1055540.6,27275530.32,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,25,63,1.46,36.5,1
Industrias Dondero,46817323323,2024-Q4,138,25515697.71,22577145.15,2938552.5600000024,8844861.06,32901714.94,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,42,27,4.04,169.68,1
Industrias Dondero,46817323323,2024-Q3,159,6936613.21,5747266.44,1189346.7699999996,267902.99,8477356.76,2,2,103621.64,132551.29,51810.82,66275.645,1,1,62,0,0,0,1,0,47,58,1.78,83.66,1
Industrias Dondero,46817323323,2025-Q3,36,35485888.13,18068087.84,17417800.290000003,11065597.9,46527874.73,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,72,53,0.52,37.44,1
Distribuidora Fernández,61984980784,2024-Q3,87,5213895.76,4716775.7,497120.0599999996,1874837.52,7716559.81,1,0,95189.39,0.0,95189.39,0.0,0,0,0,0,0,0,0,1,56,20,1.18,66.08,0
Distribuidora Fernández,61984980784,2025-Q4,26,43758296.7,28917109.0,14841187.700000003,18358396.02,41687069.88,2,0,139566.86,0.0,69783.43,0.0,0,0,0,0,0,0,0,0,58,51,1.81,104.98,1
Distribuidora Fernández,61984980784,2025-Q2,130,14766010.69,8258797.18,6507213.51,3250419.9,12140753.86,2,0,398472.54,0.0,199236.27,0.0,0,0,0,1,0,0,0,1,69,1,1.45,100.05,1
Distribuidora Fernández,61984980784,2024-Q4,75,29590930.74,16870077.51,12720853.229999997,14749968.43,30695650.42,5,2,629676.29,382548.27,125935.258,191274.135,0,2,0,1,0,1,1,0,89,47,0.93,82.77,1
Productora Buenos Aires,60417596238,2025-Q2,188,18967093.73,16352864.92,2614228.8100000005,2291768.37,27850326.29,3,1,158118.89,92944.59,52706.29666666667,92944.59,1,0,50,0,0,0,1,0,74,20,0.52,38.48,1
Productora Buenos Aires,60417596238,2024-Q1,81,44662318.86,27003715.0,17658603.86,16904645.73,53893994.59,5,5,918057.05,668480.15,183611.41,133696.03,0,5,0,1,0,1,1,1,62,9,3.21,199.02,1
Distribuidora Paraná,39956697300,2025-Q3,184,8140068.56,4828976.85,3311091.71,496860.04,11058089.27,2,0,214703.49,0.0,107351.745,0.0,0,0,0,1,0,0,0,1,21,55,0.81,17.01,1
Distribuidora Paraná,39956697300,2024-Q1,86,18518225.39,11518832.77,6999392.620000001,191369.82,24972068.17,2,0,177342.44,0.0,88671.22,0.0,0,0,0,0,0,0,0,1,79,56,3.6,284.4,1
Distribuidora Paraná,39956697300,2025-Q1,42,21940170.88,12349507.63,9590663.249999998,4194298.43,31362965.86,5,4,813671.59,463461.19,162734.318,115865.2975,3,1,38,1,1,0,1,0,33,59,0.75,24.75,1
Comercial Pérez,30126166460,2024-Q4,63,27945246.35,14902320.73,13042925.620000001,3322144.65,29585513.78,5,0,692483.88,0.0,138496.776,0.0,0,0,0,2,0,1,0,1,78,7,0.83,64.74,1
Comercial Pérez,30126166460,2025-Q2,29,3740581.12,3529110.09,211471.03000000026,572808.88,4373887.99,3,0,329704.43,0.0,109901.47666666667,0.0,0,0,0,3,1,1,0,1,45,16,0.72,32.4,0
Comercial Pérez,30126166460,2025-Q3,148,14284146.79,12110220.69,2173926.0999999996,2235430.17,14834223.3,2,0,338309.5,0.0,169154.75,0.0,0,0,0,1,0,1,0,0,39,20,1.05,40.95,1
Comercial Pérez,30126166460,2025-Q1,96,15434899.36,10452858.47,4982040.889999999,323065.98,22460281.28,4,2,572355.89,379785.96,143088.9725,189892.98,0,2,0,2,0,1,1,1,31,45,1.08,33.48,1
Comercial García,14079632390,2025-Q4,52,44765944.17,22882547.31,21883396.860000003,13067605.47,39006082.12,4,3,751311.26,569227.01,187827.815,189742.33666666667,0,3,0,0,1,0,1,0,46,49,2.15,98.9,1
Comercial García,14079632390,2024-Q1,60,11413529.75,8608107.64,2805422.1099999994,2804412.63,16821240.24,4,2,681632.26,370540.48,170408.065,185270.24,2,0,35,1,1,1,1,0,82,36,0.7,57.4,1
Comercial García,14079632390,2025-Q3,100,34831190.65,25787908.87,9043281.779999997,17034655.23,48182708.85,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,34,69,4.08,138.72,1
Comercial García,14079632390,2024-Q2,133,21550823.68,12897892.0,8652931.68,4113610.86,22880623.58,3,0,426328.23,0.0,142109.41,0.0,0,0,0,0,0,0,0,0,84,59,3.35,281.4,1
Productora García,94524726862,2025-Q4,135,45487580.21,33648134.21,11839446.0,7278991.24,36749792.16,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,36,62,3.84,138.24,1
Productora García,94524726862,2024-Q2,149,16419097.59,12825228.48,3593869.1099999994,6182726.95,20466834.04,5,4,450041.22,463140.35,90008.24399999999,115785.0875,1,3,50,0,0,0,1,1,55,7,3.31,182.05,0
Productora García,94524726862,2024-Q3,58,12156897.34,8167322.66,3989574.6799999997,3232083.41,15825470.95,1,0,136364.35,0.0,136364.35,0.0,0,0,0,1,0,1,0,1,64,35,2.27,145.28,1
Comercial Gutierrez,50359190451,2025-Q3,60,45121664.31,34161698.76,10959965.550000004,1952470.2,51704059.66,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,68,41,1.6,108.8,1
Comercial Gutierrez,50359190451,2024-Q3,176,19325238.5,9921485.08,9403753.42,2604598.08,17014270.11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,81,51,3.42,277.02,1
Alimentos La Pampa,11126933362,2025-Q1,82,13905852.62,11069463.99,2836388.629999999,5315139.86,15027513.22,5,0,731249.12,0.0,146249.824,0.0,0,0,0,2,1,1,0,1,53,32,3.01,159.53,1
Alimentos La Pampa,11126933362,2025-Q4,145,7628281.58,5523137.6,2105143.9800000004,1246690.78,8816957.8,3,0,388581.45,0.0,129527.15000000001,0.0,0,0,0,0,0,0,0,0,85,63,2.78,236.3,1
Alimentos La Pampa,11126933362,2024-Q3,148,9641224.58,8324618.84,1316605.7400000002,4256877.87,9548108.41,2,2,263999.47,323424.27,131999.735,161712.135,0,2,0,2,1,0,1,1,83,34,1.66,137.78,1
Alimentos La Pampa,11126933362,2024-Q1,108,47881100.59,33887441.87,13993658.720000006,20232979.03,52628127.74,3,0,305789.2,0.0,101929.73333333334,0.0,0,0,0,1,1,1,0,1,69,27,4.13,284.97,0
Consultora Dondero,45469719695,2024-Q1,70,32709041.5,28652739.13,4056302.370000001,6954886.65,44574062.33,2,0,156513.13,0.0,78256.565,0.0,0,0,0,0,0,0,0,0,30,16,1.57,47.1,0
Consultora Dondero,45469719695,2024-Q3,170,46833121.39,29634803.81,17198317.580000002,20006414.54,50048764.02,3,0,232032.91,0.0,77344.30333333333,0.0,0,0,0,1,1,0,0,1,42,22,2.61,109.62,0
